61;1.155.596;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.99? Tell 10.18.110.254
62;1.256.164;IntelCor_64:b4:46;Broadcast;ARP;42;Who has 10.18.110.63? Tell 10.18.110.91
63;1.349.912;103.110.89.172;10.18.110.249;TLSv1.2;77;Application Data
64;1.350.154;10.18.110.249;103.110.89.172;TLSv1.2;81;Application Data
65;1.368.565;103.110.89.172;10.18.110.249;TCP;54;443  >  57720 [ACK] Seq=47 Ack=55 Win=246 Len=0
66;1.563.531;10.18.110.159;224.0.0.251;MDNS;81;"Standard query 0x0000 A BRW900F0C0AFC9E.local, ""QM"" question"
67;1.563.531;fe80::3407:8fc3:bb59:3084;ff02::fb;MDNS;101;"Standard query 0x0000 A BRW900F0C0AFC9E.local, ""QM"" question"
68;1.671.302;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.77? Tell 10.18.110.254
69;1.671.302;10.18.110.62;10.18.110.255;NBNS;92;Name query NB BRW90324B4542B0<00>
70;1.693.312;10.18.110.218;10.18.110.249;UDP;316;51938  >  62700 Len=274
71;1.694.000;10.18.110.218;10.18.110.249;UDP;316;51938  >  62700 Len=274
72;1.697.386;10.18.110.218;10.18.110.249;UDP;325;51938  >  62700 Len=283
73;1.700.888;10.18.110.218;10.18.110.249;UDP;325;51938  >  62700 Len=283
74;1.704.139;10.18.110.218;10.18.110.249;UDP;380;51938  >  62700 Len=338
75;1.708.856;10.18.110.218;10.18.110.249;UDP;380;51938  >  62700 Len=338
76;1.717.242;10.18.110.218;10.18.110.249;UDP;390;51938  >  62700 Len=348
77;1.717.449;10.18.110.218;10.18.110.249;UDP;390;51938  >  62700 Len=348
78;1.768.503;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.126? Tell 10.18.110.254
79;1.769.230;10.18.110.167;224.0.0.251;MDNS;469;Standard query response 0x0000 PTR BRAVIA-4K-VH2-eb76fd088b2a21108e1839d4f13a4f5d._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 eb76fd08-8b2a-2110-8e18-39d4f13a4f5d.local A, cache flush 10.18.110.167
80;1.770.192;10.18.110.167;224.0.0.251;MDNS;421;Standard query response 0x0000 PTR BRAVIA-4K-VH2-eb76fd088b2a21108e1839d4f13a4f5d._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 eb76fd08-8b2a-2110-8e18-39d4f13a4f5d.local A, cache flush 10.18.110.167
81;1.770.192;CloudNet_ea:e4:07;Broadcast;ARP;60;Who has 10.18.110.149? Tell 10.18.110.167
82;1.870.522;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.158? Tell 10.18.110.254
83;1.870.522;10.18.110.59;239.255.255.250;SSDP;217;M-SEARCH * HTTP/1.1 
84;1.872.354;10.18.110.249;52.184.81.210;TCP;54;57756  >  443 [RST, ACK] Seq=2586 Ack=7256 Win=0 Len=0
85;2.075.392;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.134? Tell 10.18.110.254
86;2.075.392;10.18.110.159;10.18.110.255;NBNS;92;Name query NB BRW900F0C0AFC9E<00>
87;2.075.392;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.96? Tell 10.18.110.254
88;2.177.533;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.99? Tell 10.18.110.254
89;2.380.653;103.110.89.172;10.18.110.249;TLSv1.2;77;Application Data
90;2.381.422;10.18.110.249;103.110.89.172;TLSv1.2;81;Application Data
91;2.397.049;103.110.89.172;10.18.110.249;TCP;54;443  >  57720 [ACK] Seq=70 Ack=82 Win=246 Len=0
92;2.441.657;10.18.110.249;172.253.118.95;UDP;75;50168  >  443 Len=33
93;2.476.832;172.253.118.95;10.18.110.249;UDP;69;443  >  50168 Len=27
94;2.486.418;Ubiquiti_95:30:c3;Broadcast;ARP;60;Who has 10.18.110.254? Tell 10.18.110.7
95;2.486.418;Ubiquiti_59:b0:85;Broadcast;ARP;60;Who has 10.18.110.254? Tell 10.18.110.11
96;2.486.418;Ubiquiti_6f:1e:5d;Broadcast;ARP;60;Who has 10.18.110.254? Tell 10.18.110.12
97;2.486.418;Ubiquiti_59:bc:45;Broadcast;ARP;60;Who has 10.18.110.254? Tell 10.18.110.15
98;2.486.418;Ubiquiti_6a:44:d9;Broadcast;ARP;60;Who has 10.18.110.254? Tell 10.18.110.13
99;2.544.876;10.18.110.249;74.125.68.190;UDP;146;51257  >  443 Len=104
100;2.574.748;74.125.68.190;10.18.110.249;UDP;142;443  >  51257 Len=100
101;2.574.748;74.125.68.190;10.18.110.249;UDP;63;443  >  51257 Len=21
102;2.575.241;10.18.110.249;74.125.68.190;UDP;77;51257  >  443 Len=35
103;2.588.496;CloudNet_ea:e4:07;Broadcast;ARP;60;Who has 10.18.110.149? Tell 10.18.110.167
104;2.588.496;10.18.110.62;10.18.110.255;NBNS;92;Name query NB BRW90324B4542B0<00>
105;2.588.496;10.18.110.62;224.0.0.251;MDNS;81;"Standard query 0x0000 A BRW90324B4542B0.local, ""QM"" question"
106;2.588.496;fe80::d308:48f6:602a:c1ee;ff02::fb;MDNS;101;"Standard query 0x0000 A BRW90324B4542B0.local, ""QM"" question"
107;2.588.496;fe80::d308:48f6:602a:c1ee;ff02::1:3;LLMNR;95;Standard query 0x8549 A BRW90324B4542B0
108;2.603.549;10.18.110.249;74.125.68.190;UDP;75;51257  >  443 Len=33
109;2.641.068;74.125.68.190;10.18.110.249;UDP;66;443  >  51257 Len=24
110;2.686.130;10.18.110.70;10.18.110.249;UDP;316;59562  >  62700 Len=274
111;2.690.473;4a:63:0b:c9:85:ce;Broadcast;ARP;64;Gratuitous ARP for 10.18.110.246 (Request)
112;2.690.473;CyberTAN_88:e0:8b;Broadcast;ARP;42;Who has 192.168.2.1? Tell 192.168.2.221
113;2.698.693;10.18.110.211;10.18.110.249;UDP;316;40108  >  62700 Len=274
114;2.698.693;10.18.110.35;10.18.110.249;UDP;316;39648  >  62700 Len=274
115;2.698.693;10.18.110.70;10.18.110.249;UDP;316;59562  >  62700 Len=274
116;2.698.693;10.18.110.211;10.18.110.249;UDP;316;40108  >  62700 Len=274
117;2.698.693;10.18.110.35;10.18.110.249;UDP;316;39648  >  62700 Len=274
118;2.698.693;10.18.110.70;10.18.110.249;UDP;325;59562  >  62700 Len=283
119;2.698.693;10.18.110.211;10.18.110.249;UDP;325;40108  >  62700 Len=283
120;2.698.693;10.18.110.35;10.18.110.249;UDP;325;39648  >  62700 Len=283
121;2.698.693;10.18.110.70;10.18.110.249;UDP;325;59562  >  62700 Len=283
122;2.707.014;10.18.110.211;10.18.110.249;UDP;325;40108  >  62700 Len=283
123;2.707.014;10.18.110.35;10.18.110.249;UDP;325;39648  >  62700 Len=283
124;2.707.014;10.18.110.70;10.18.110.249;UDP;380;59562  >  62700 Len=338
125;2.707.014;10.18.110.211;10.18.110.249;UDP;380;40108  >  62700 Len=338
126;2.707.014;10.18.110.35;10.18.110.249;UDP;380;39648  >  62700 Len=338
127;2.707.014;10.18.110.70;10.18.110.249;UDP;380;59562  >  62700 Len=338
128;2.709.631;10.18.110.211;10.18.110.249;UDP;380;40108  >  62700 Len=338
129;2.713.177;10.18.110.35;10.18.110.249;UDP;380;39648  >  62700 Len=338
130;2.713.177;10.18.110.70;10.18.110.249;UDP;390;59562  >  62700 Len=348
131;2.713.177;10.18.110.211;10.18.110.249;UDP;390;40108  >  62700 Len=348
132;2.713.405;10.18.110.35;10.18.110.249;UDP;390;39648  >  62700 Len=348
133;2.720.655;10.18.110.70;10.18.110.249;UDP;390;59562  >  62700 Len=348
134;2.720.655;10.18.110.211;10.18.110.249;UDP;390;40108  >  62700 Len=348
135;2.720.655;10.18.110.35;10.18.110.249;UDP;390;39648  >  62700 Len=348
136;2.794.249;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.126? Tell 10.18.110.254
137;2.882.357;10.18.110.249;74.125.68.190;UDP;1017;51257  >  443 Len=975
138;2.895.408;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.158? Tell 10.18.110.254
139;2.895.408;HonHaiPr_a0:23:af;Broadcast;ARP;60;Who has 192.168.1.1? Tell 192.168.1.154
140;2.895.408;CloudNet_ea:e4:07;Broadcast;ARP;60;Who has 10.18.110.96? Tell 10.18.110.167
141;2.897.030;10.18.110.66;10.18.110.255;UDP;74;65288  >  52217 Len=32
142;2.897.030;10.18.110.66;10.18.110.255;UDP;74;65288  >  52217 Len=32
143;2.897.030;10.18.110.66;10.18.110.255;UDP;74;65288  >  52217 Len=32
144;2.897.030;10.18.110.66;10.18.110.255;UDP;74;65288  >  52217 Len=32
145;2.897.030;10.18.110.59;239.255.255.250;SSDP;217;M-SEARCH * HTTP/1.1 
146;2.917.313;74.125.68.190;10.18.110.249;UDP;69;443  >  51257 Len=27
147;2.923.356;74.125.68.190;10.18.110.249;UDP;108;443  >  51257 Len=66
148;2.923.356;74.125.68.190;10.18.110.249;UDP;63;443  >  51257 Len=21
149;2.923.769;10.18.110.249;74.125.68.190;UDP;77;51257  >  443 Len=35
150;2.928.167;10.18.110.249;10.1.8.20;DNS;77;Standard query 0x03ff A beacons2.gvt2.com
151;2.928.785;10.18.110.249;10.1.8.20;DNS;77;Standard query 0xb6d8 HTTPS beacons2.gvt2.com
152;2.949.282;10.1.8.20;10.18.110.249;DNS;93;Standard query response 0x03ff A beacons2.gvt2.com A 142.250.204.99
153;2.949.282;10.1.8.20;10.18.110.249;DNS;134;Standard query response 0xb6d8 HTTPS beacons2.gvt2.com SOA ns1.google.com
154;2.951.389;10.18.110.249;142.250.204.99;QUIC;1292;Initial, DCID=379534519e48468a, PKN: 1, PADDING, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, PING, PING, PADDING, PING, PING, PING, CRYPTO, PADDING, CRYPTO
155;2.951.830;10.18.110.249;74.125.68.190;UDP;75;51257  >  443 Len=33
156;2.979.846;74.125.68.190;10.18.110.249;UDP;66;443  >  51257 Len=24
157;2.997.484;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.134? Tell 10.18.110.254
158;2.997.484;192.168.1.154;239.255.255.250;SSDP;175;M-SEARCH * HTTP/1.1 
159;2.997.484;10.18.110.159;10.18.110.255;NBNS;92;Name query NB BRW900F0C0AFC9E<00>
160;3.023.316;142.250.204.99;10.18.110.249;QUIC;1292;Initial, SCID=f79534519e48468a, PKN: 1, ACK, CRYPTO, PADDING
161;3.031.682;10.18.110.249;142.250.204.99;QUIC;1292;Initial, DCID=f79534519e48468a, PKN: 2, ACK, PADDING
162;3.034.373;142.250.204.99;10.18.110.249;QUIC;1292;Handshake, SCID=f79534519e48468a
163;3.034.373;142.250.204.99;10.18.110.249;QUIC;1292;Handshake, SCID=f79534519e48468a
164;3.046.436;10.18.110.249;142.250.204.99;QUIC;83;Handshake, DCID=f79534519e48468a
165;3.075.826;10.18.110.249;74.125.68.190;UDP;770;51257  >  443 Len=728
166;3.100.616;HewlettP_e0:ef:87;Broadcast;ARP;60;Who has 10.18.110.216? Tell 10.18.110.213
167;3.100.616;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.96? Tell 10.18.110.254
168;3.100.616;10.18.110.213;224.0.0.251;MDNS;86;"Standard query 0x0000 PTR 216.110.18.10.in-addr.arpa, ""QM"" question"
169;3.105.226;142.250.204.99;10.18.110.249;QUIC;1272;Handshake, SCID=f79534519e48468a
170;3.105.226;142.250.204.99;10.18.110.249;QUIC;104;Protected Payload (KP0)
171;3.106.717;10.18.110.249;142.250.204.99;QUIC;83;Handshake, DCID=f79534519e48468a
172;3.110.628;74.125.68.190;10.18.110.249;UDP;69;443  >  51257 Len=27
173;3.110.926;10.18.110.249;142.250.204.99;QUIC;125;Handshake, DCID=f79534519e48468a
174;3.111.051;74.125.68.190;10.18.110.249;UDP;79;443  >  51257 Len=37
175;3.111.051;74.125.68.190;10.18.110.249;UDP;63;443  >  51257 Len=21
176;3.111.357;10.18.110.249;142.250.204.99;QUIC;114;Protected Payload (KP0), DCID=f79534519e48468a
177;3.111.900;10.18.110.249;74.125.68.190;UDP;77;51257  >  443 Len=35
178;3.112.523;10.18.110.249;142.250.204.99;QUIC;1288;Protected Payload (KP0), DCID=f79534519e48468a
179;3.112.637;10.18.110.249;142.250.204.99;QUIC;215;Protected Payload (KP0), DCID=f79534519e48468a
180;3.140.986;10.18.110.249;74.125.68.190;UDP;75;51257  >  443 Len=33
181;3.181.087;142.250.204.99;10.18.110.249;QUIC;988;Protected Payload (KP0)
182;3.181.087;142.250.204.99;10.18.110.249;QUIC;163;Protected Payload (KP0)
183;3.184.830;10.18.110.249;142.250.204.99;QUIC;75;Protected Payload (KP0), DCID=f79534519e48468a
184;3.189.136;74.125.68.190;10.18.110.249;UDP;66;443  >  51257 Len=24
185;3.191.250;142.250.204.99;10.18.110.249;QUIC;69;Protected Payload (KP0)
186;3.206.059;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.104? Tell 10.18.110.254
187;3.207.113;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.99? Tell 10.18.110.254
188;3.216.314;142.250.204.99;10.18.110.249;QUIC;924;Protected Payload (KP0)
189;3.216.314;142.250.204.99;10.18.110.249;QUIC;63;Protected Payload (KP0)
190;3.216.864;10.18.110.249;142.250.204.99;QUIC;77;Protected Payload (KP0), DCID=f79534519e48468a
191;3.251.119;10.18.110.249;142.250.204.99;QUIC;75;Protected Payload (KP0), DCID=f79534519e48468a
192;3.270.890;10.18.110.249;10.18.110.20;HTTP/XML;1005;POST /wsd/9a386833-9c81-4294-b1d6-464bba8575a3 HTTP/1.1 
193;3.296.147;10.18.110.254;10.18.110.249;TCP;66;8080  >  57710 [ACK] Seq=1 Ack=1 Win=62 Len=0 SLE=4294966346 SRE=1
194;3.316.249;10.18.110.246;224.0.0.251;MDNS;154;"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
195;3.316.249;fe80::b4:efc:faa7:e9fd;ff02::fb;MDNS;174;"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
196;3.316.249;10.18.110.62;10.18.110.255;NBNS;92;Name query NB BRW90324B4542B0<00>
197;3.318.980;10.18.110.249;74.125.68.190;UDP;769;51257  >  443 Len=727
198;3.319.633;142.250.204.99;10.18.110.249;QUIC;66;Protected Payload (KP0)
199;3.351.278;74.125.68.190;10.18.110.249;UDP;69;443  >  51257 Len=27
200;3.357.765;74.125.68.190;10.18.110.249;UDP;79;443  >  51257 Len=37
201;3.357.765;74.125.68.190;10.18.110.249;UDP;63;443  >  51257 Len=21
202;3.358.445;10.18.110.249;74.125.68.190;UDP;77;51257  >  443 Len=35
203;3.364.574;10.18.110.249;10.1.8.20;DNS;76;Standard query 0x0327 A beacons.gvt2.com
204;3.365.387;10.18.110.249;10.1.8.20;DNS;76;Standard query 0x9332 HTTPS beacons.gvt2.com
205;3.389.226;10.18.110.249;74.125.68.190;UDP;75;51257  >  443 Len=33
206;3.389.990;103.110.89.172;10.18.110.249;TLSv1.2;77;Application Data
207;3.390.352;10.18.110.249;103.110.89.172;TLSv1.2;81;Application Data
208;3.390.776;10.1.8.20;10.18.110.249;DNS;92;Standard query response 0x0327 A beacons.gvt2.com A 142.251.15.94
209;3.390.776;10.1.8.20;10.18.110.249;DNS;133;Standard query response 0x9332 HTTPS beacons.gvt2.com SOA ns1.google.com
210;3.392.253;10.18.110.249;142.251.15.94;TCP;66;57763  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
211;3.406.671;TendaTec_79:b6:58;Broadcast;ARP;60;Who has 192.168.1.134? Tell 192.168.1.1
212;3.406.671;0.0.0.0;255.255.255.255;DHCP;348;DHCP Discover - Transaction ID 0xcb9845e4
213;3.410.942;fe80::3407:8fc3:bb59:3084;ff02::1:3;LLMNR;95;Standard query 0x5195 A BRW900F0C0AFC9E
214;3.410.942;10.18.110.159;224.0.0.252;LLMNR;75;Standard query 0x5195 A BRW900F0C0AFC9E
215;3.411.736;103.110.89.172;10.18.110.249;TCP;54;443  >  57720 [ACK] Seq=93 Ack=109 Win=246 Len=0
216;3.419.971;74.125.68.190;10.18.110.249;UDP;66;443  >  51257 Len=24
217;3.517.250;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.233? Tell 10.18.110.254
218;3.517.250;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.233? Tell 10.18.110.254
219;3.517.250;10.18.110.239;224.0.0.251;MDNS;136;"Standard query 0x0007 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
220;3.517.250;10.18.110.167;224.0.0.251;MDNS;469;Standard query response 0x0000 PTR BRAVIA-4K-VH2-eb76fd088b2a21108e1839d4f13a4f5d._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 eb76fd08-8b2a-2110-8e18-39d4f13a4f5d.local A, cache flush 10.18.110.167
221;3.517.618;10.18.110.167;224.0.0.251;MDNS;421;Standard query response 0x0000 PTR BRAVIA-4K-VH2-eb76fd088b2a21108e1839d4f13a4f5d._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 eb76fd08-8b2a-2110-8e18-39d4f13a4f5d.local A, cache flush 10.18.110.167
222;3.612.887;HP_e4:44:c9;Broadcast;ARP;60;Who has 10.18.110.52? Tell 10.18.110.32
223;3.612.887;RealtekS_36:05:9e;Broadcast;ARP;60;Who has 10.18.110.254? Tell 10.18.110.113
224;3.612.887;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.125? Tell 10.18.110.254
225;3.612.887;10.18.110.62;224.0.0.251;MDNS;81;"Standard query 0x0000 A BRW90324B4542B0.local, ""QM"" question"
226;3.612.887;fe80::d308:48f6:602a:c1ee;ff02::fb;MDNS;101;"Standard query 0x0000 A BRW90324B4542B0.local, ""QM"" question"
227;3.623.568;10.18.110.249;142.251.15.94;TCP;66;57764  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
228;3.641.163;142.251.15.94;10.18.110.249;TCP;66;443  >  57763 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256
229;3.641.298;10.18.110.249;142.251.15.94;TCP;54;57763  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
230;3.641.793;10.18.110.249;142.251.15.94;TLSv1.3;571;Client Hello
231;3.713.593;CloudNet_ea:e4:07;Broadcast;ARP;60;Who has 10.18.110.96? Tell 10.18.110.167
232;3.713.593;10.18.110.159;10.18.110.255;NBNS;92;Name query NB BRW900F0C0AFC9E<00>
233;3.790.543;10.18.110.249;10.1.8.20;DNS;71;Standard query 0x4583 A b1.nel.goog
234;3.792.835;10.18.110.249;10.1.8.20;DNS;71;Standard query 0x3862 HTTPS b1.nel.goog
235;3.807.764;10.1.8.20;10.18.110.249;DNS;87;Standard query response 0x4583 A b1.nel.goog A 172.217.194.94
236;3.821.390;10.1.8.20;10.18.110.249;DNS;131;Standard query response 0x3862 HTTPS b1.nel.goog SOA ns1.google.com
237;3.824.524;10.18.110.249;172.217.194.94;TCP;66;57765  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
238;3.826.616;Routerbo_10:8f:3c;Broadcast;ARP;60;Who has 10.18.110.126? Tell 10.18.110.254
239;3.826.616;Ubiquiti_60:22:61;Broadcast;ARP;60;Who has 10.18.110.254? Tell 10.18.110.5
240;3.826.616;10.18.110.223;224.0.0.251;MDNS;136;"Standard query 0x0001 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
241;3.826.616;10.18.110.53;224.0.0.251;MDNS;82;"Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
242;3.826.616;10.18.110.167;224.0.0.251;MDNS;421;Standard query response 0x0000 PTR BRAVIA-4K-VH2-eb76fd088b2a21108e1839d4f13a4f5d._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 eb76fd08-8b2a-2110-8e18-39d4f13a4f5d.local A, cache flush 10.18.110.167
