"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","RealtekS_36:05:9e","Broadcast","ARP","60","Who has 10.18.110.170? Tell 10.18.110.113"
"2","0.000411","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.240? Tell 10.18.110.254"
"3","0.044531","10.18.110.167","10.18.110.249","UDP","337","47723  >  59491 Len=295"
"4","0.057942","10.18.110.249","172.253.118.95","UDP","75","50168  >  443 Len=33"
"5","0.127026","172.253.118.95","10.18.110.249","UDP","67","443  >  50168 Len=25"
"6","0.310635","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.126? Tell 10.18.110.254"
"7","0.331075","10.18.110.249","172.253.118.95","UDP","75","50168  >  443 Len=33"
"8","0.348252","103.110.89.172","10.18.110.249","TLSv1.2","77","Application Data"
"9","0.348528","10.18.110.249","103.110.89.172","TLSv1.2","81","Application Data"
"10","0.395565","172.253.118.95","10.18.110.249","UDP","67","443  >  50168 Len=25"
"11","0.411263","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.99? Tell 10.18.110.254"
"12","0.411263","Ubiquiti_6f:1e:5d","Broadcast","ARP","60","Who has 10.18.110.254? Tell 10.18.110.12"
"13","0.411263","Ubiquiti_59:b3:b9","Broadcast","ARP","60","Who has 10.18.110.254? Tell 10.18.110.14"
"14","0.411263","Ubiquiti_59:b0:85","Broadcast","ARP","60","Who has 10.18.110.254? Tell 10.18.110.11"
"15","0.411263","Ubiquiti_6a:44:d9","Broadcast","ARP","60","Who has 10.18.110.254? Tell 10.18.110.13"
"16","0.411263","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.104? Tell 10.18.110.254"
"17","0.413051","103.110.89.172","10.18.110.249","TCP","54","443  >  62953 [ACK] Seq=24 Ack=28 Win=246 Len=0"
"18","0.481019","10.18.110.218","10.18.110.249","UDP","316","51938  >  54563 Len=274"
"19","0.485761","10.18.110.218","10.18.110.249","UDP","316","51938  >  54563 Len=274"
"20","0.486261","10.18.110.218","10.18.110.249","UDP","325","51938  >  54563 Len=283"
"21","0.509948","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.134? Tell 10.18.110.254"
"22","0.510788","CloudNet_ea:e4:07","Broadcast","ARP","42","Who has 10.18.110.149? Tell 10.18.110.167"
"23","0.511804","10.18.110.249","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"24","0.512149","fe80::2edb:5ef6:715a:2d16","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"25","0.513498","10.18.110.249","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"26","0.513747","fe80::2edb:5ef6:715a:2d16","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"27","0.514781","10.18.110.218","10.18.110.249","UDP","325","51938  >  54563 Len=283"
"28","0.514781","10.18.110.218","10.18.110.249","UDP","380","51938  >  54563 Len=338"
"29","0.514781","10.18.110.218","10.18.110.249","UDP","380","51938  >  54563 Len=338"
"30","0.514781","10.18.110.218","10.18.110.249","UDP","390","51938  >  54563 Len=348"
"31","0.514781","10.18.110.218","10.18.110.249","UDP","390","51938  >  54563 Len=348"
"32","0.588399","10.18.110.249","10.18.110.167","TCP","66","62958  >  51102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"33","0.595110","10.18.110.167","10.18.110.249","TCP","66","51102  >  62958 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"34","0.595257","10.18.110.249","10.18.110.167","TCP","54","62958  >  51102 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"35","0.595481","10.18.110.249","10.18.110.167","HTTP","245","GET /sony/webapi/ssdp/dd.xml HTTP/1.1 "
"36","0.605992","10.18.110.167","10.18.110.249","TCP","54","51102  >  62958 [ACK] Seq=1 Ack=192 Win=66624 Len=0"
"37","0.611341","10.18.110.167","10.18.110.249","TCP","309","51102  >  62958 [PSH, ACK] Seq=1 Ack=192 Win=66624 Len=255 [TCP segment of a reassembled PDU]"
"38","0.611341","10.18.110.167","10.18.110.249","TCP","1514","51102  >  62958 [ACK] Seq=256 Ack=192 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"39","0.611341","10.18.110.167","10.18.110.249","TCP","1514","51102  >  62958 [ACK] Seq=1716 Ack=192 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"40","0.611341","10.18.110.167","10.18.110.249","TCP","1514","51102  >  62958 [ACK] Seq=3176 Ack=192 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"41","0.611497","10.18.110.249","10.18.110.167","TCP","54","62958  >  51102 [ACK] Seq=192 Ack=4636 Win=131328 Len=0"
"42","0.612220","10.18.110.167","10.18.110.249","HTTP/XML","1463","HTTP/1.1 200 OK "
"43","0.612284","10.18.110.249","10.18.110.167","TCP","54","62958  >  51102 [ACK] Seq=192 Ack=6046 Win=129792 Len=0"
"44","0.612413","10.18.110.249","10.18.110.167","TCP","54","62958  >  51102 [FIN, ACK] Seq=192 Ack=6046 Win=129792 Len=0"
"45","0.613397","IntelCor_d1:f9:98","Broadcast","ARP","42","Who has 169.254.169.254? Tell 10.18.110.210"
"46","0.613397","CloudNet_ea:e4:07","Broadcast","ARP","42","Who has 10.18.110.173? Tell 10.18.110.167"
"47","0.615210","10.18.110.249","10.18.110.167","TCP","66","62959  >  51102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"48","0.631546","10.18.110.167","10.18.110.249","TCP","54","51102  >  62958 [ACK] Seq=6046 Ack=193 Win=66624 Len=0"
"49","0.631546","10.18.110.167","10.18.110.249","TCP","66","51102  >  62959 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"50","0.631670","10.18.110.249","10.18.110.167","TCP","54","62959  >  51102 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"51","0.631800","10.18.110.249","10.18.110.167","HTTP","264","GET /sony/webapi/ssdp/dd.xml HTTP/1.1 "
"52","0.647103","10.18.110.167","10.18.110.249","TCP","54","51102  >  62959 [ACK] Seq=1 Ack=211 Win=66624 Len=0"
"53","0.647103","10.18.110.167","10.18.110.249","TCP","309","51102  >  62959 [PSH, ACK] Seq=1 Ack=211 Win=66624 Len=255 [TCP segment of a reassembled PDU]"
"54","0.647103","10.18.110.167","10.18.110.249","TCP","1514","51102  >  62959 [ACK] Seq=256 Ack=211 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"55","0.647103","10.18.110.167","10.18.110.249","TCP","1514","51102  >  62959 [ACK] Seq=1716 Ack=211 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"56","0.647103","10.18.110.167","10.18.110.249","TCP","1514","51102  >  62959 [ACK] Seq=3176 Ack=211 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"57","0.647103","10.18.110.167","10.18.110.249","HTTP/XML","1463","HTTP/1.1 200 OK "
"58","0.647233","10.18.110.249","10.18.110.167","TCP","54","62959  >  51102 [ACK] Seq=211 Ack=6046 Win=131328 Len=0"
"59","0.647610","10.18.110.249","10.18.110.167","TCP","54","62959  >  51102 [FIN, ACK] Seq=211 Ack=6046 Win=131328 Len=0"
"60","0.651753","10.18.110.167","10.18.110.249","TCP","54","51102  >  62959 [ACK] Seq=6046 Ack=212 Win=66624 Len=0"
"61","0.719723","10.18.110.159","10.18.110.255","NBNS","92","Name query NB BRW900F0C0AFC9E<00>"
"62","0.777051","10.18.110.35","10.18.110.249","UDP","316","39648  >  54563 Len=274"
"63","0.777051","10.18.110.35","10.18.110.249","UDP","316","39648  >  54563 Len=274"
"64","0.780342","10.18.110.35","10.18.110.249","UDP","325","39648  >  54563 Len=283"
"65","0.780543","10.18.110.35","10.18.110.249","UDP","325","39648  >  54563 Len=283"
"66","0.783070","10.18.110.35","10.18.110.249","UDP","380","39648  >  54563 Len=338"
"67","0.786492","10.18.110.35","10.18.110.249","UDP","380","39648  >  54563 Len=338"
"68","0.801257","10.18.110.249","172.253.118.95","UDP","75","50168  >  443 Len=33"
"69","0.803663","10.18.110.35","10.18.110.249","UDP","390","39648  >  54563 Len=348"
"70","0.804193","10.18.110.35","10.18.110.249","UDP","390","39648  >  54563 Len=348"
"71","0.817667","10.18.110.62","10.18.110.255","NBNS","92","Name query NB BRW90324B4542B0<00>"
"72","0.838233","172.253.118.95","10.18.110.249","UDP","67","443  >  50168 Len=25"
"73","1.022019","RealtekS_36:05:9e","Broadcast","ARP","60","Who has 10.18.110.170? Tell 10.18.110.113"
"74","1.022579","10.18.110.62","10.18.110.255","BROWSER","250","Host Announcement UCOK_TE, Workstation, Server, Print Queue Server, NT Workstation"
"75","1.068834","10.18.110.167","10.18.110.249","UDP","337","47723  >  54563 Len=295"
"76","1.102663","10.18.110.249","10.18.110.162","TCP","66","62960  >  2869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"77","1.105253","10.18.110.162","10.18.110.249","TCP","66","2869  >  62960 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"78","1.105394","10.18.110.249","10.18.110.162","TCP","54","62960  >  2869 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"79","1.105656","10.18.110.249","10.18.110.162","HTTP","292","GET /upnphost/udhisapi.dll?content=uuid:d1cfab1e-24b4-480f-997a-9d6c332bb31c HTTP/1.1 "
"80","1.123125","10.18.110.162","10.18.110.249","TCP","259","2869  >  62960 [PSH, ACK] Seq=1 Ack=239 Win=65536 Len=205 [TCP segment of a reassembled PDU]"
"81","1.124303","HP_ac:1a:96","Broadcast","ARP","60","Who has 10.18.110.196? Tell 10.18.110.165"
"82","1.130677","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62960 [ACK] Seq=206 Ack=239 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"83","1.130677","103.110.89.172","10.18.110.249","TLSv1.2","77","Application Data"
"84","1.130802","10.18.110.249","10.18.110.162","TCP","54","62960  >  2869 [ACK] Seq=239 Ack=1666 Win=131328 Len=0"
"85","1.131019","10.18.110.249","103.110.89.172","TLSv1.2","81","Application Data"
"86","1.137858","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62960 [ACK] Seq=1666 Ack=239 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"87","1.137858","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62960 [ACK] Seq=3126 Ack=239 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"88","1.137858","10.18.110.162","10.18.110.249","HTTP/XML","1480","HTTP/1.1 200 OK "
"89","1.137967","10.18.110.249","10.18.110.162","TCP","54","62960  >  2869 [ACK] Seq=239 Ack=6012 Win=131328 Len=0"
"90","1.140029","10.18.110.249","10.18.110.162","HTTP","311","GET /upnphost/udhisapi.dll?content=uuid:d1cfab1e-24b4-480f-997a-9d6c332bb31c HTTP/1.1 "
"91","1.145834","fe80::3407:8fc3:bb59:3084","fe80::2edb:5ef6:715a:2d16","TCP","74","58147  >  5357 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"92","1.148242","10.18.110.162","10.18.110.249","TCP","278","2869  >  62960 [PSH, ACK] Seq=6012 Ack=496 Win=65280 Len=224 [TCP segment of a reassembled PDU]"
"93","1.148242","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62960 [ACK] Seq=6236 Ack=496 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"94","1.148242","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62960 [ACK] Seq=7696 Ack=496 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"95","1.148242","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62960 [ACK] Seq=9156 Ack=496 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"96","1.148347","10.18.110.249","10.18.110.162","TCP","54","62960  >  2869 [ACK] Seq=496 Ack=10616 Win=131328 Len=0"
"97","1.149453","10.18.110.162","10.18.110.249","HTTP/XML","1480","HTTP/1.1 200 OK "
"98","1.149453","103.110.89.172","10.18.110.249","TCP","54","443  >  62953 [ACK] Seq=47 Ack=55 Win=246 Len=0"
"99","1.149542","10.18.110.249","10.18.110.162","TCP","54","62960  >  2869 [ACK] Seq=496 Ack=12043 Win=129792 Len=0"
"100","1.149649","10.18.110.249","10.18.110.162","TCP","54","62960  >  2869 [FIN, ACK] Seq=496 Ack=12043 Win=129792 Len=0"
"101","1.157238","10.18.110.162","10.18.110.249","TCP","54","2869  >  62960 [ACK] Seq=12043 Ack=497 Win=65280 Len=0"
"102","1.161341","10.18.110.249","10.18.110.162","TCP","66","62961  >  2869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"103","1.164849","10.18.110.162","10.18.110.249","TCP","66","2869  >  62961 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"104","1.165033","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"105","1.165374","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:47f96039-928b-475c-9de2-f40e70be059c HTTP/1.1 "
"106","1.169345","10.18.110.162","10.18.110.249","TCP","245","2869  >  62961 [PSH, ACK] Seq=1 Ack=193 Win=65536 Len=191 [TCP segment of a reassembled PDU]"
"107","1.169345","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=192 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"108","1.169468","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=193 Ack=1652 Win=131328 Len=0"
"109","1.173596","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=1652 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"110","1.173596","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=3112 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"111","1.173596","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=4572 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"112","1.173672","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=193 Ack=6032 Win=131328 Len=0"
"113","1.183948","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=6032 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"114","1.183948","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=7492 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"115","1.183948","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=8952 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"116","1.183948","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=10412 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"117","1.183948","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=11872 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"118","1.183948","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=13332 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"119","1.184076","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=193 Ack=14792 Win=131328 Len=0"
"120","1.188785","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=14792 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"121","1.188852","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=193 Ack=16252 Win=131328 Len=0"
"122","1.190018","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=16252 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"123","1.190018","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=17712 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"124","1.190018","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=19172 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"125","1.190018","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=20632 Ack=193 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"126","1.190018","10.18.110.162","10.18.110.249","HTTP","562","HTTP/1.1 200 OK  (JPEG JFIF image)"
"127","1.190092","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=193 Ack=22600 Win=131328 Len=0"
"128","1.195972","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:222fcc00-f724-4640-9c0e-44cfb68dbfe0 HTTP/1.1 "
"129","1.205713","10.18.110.162","10.18.110.249","TCP","244","2869  >  62961 [PSH, ACK] Seq=22600 Ack=385 Win=65280 Len=190 [TCP segment of a reassembled PDU]"
"130","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=22790 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"131","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=24250 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"132","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=25710 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"133","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=27170 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"134","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=28630 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"135","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=30090 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"136","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=31550 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"137","1.205713","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=33010 Ack=385 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"138","1.205713","10.18.110.162","10.18.110.249","HTTP","481","HTTP/1.1 200 OK  (PNG)"
"139","1.205845","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=385 Ack=34897 Win=131328 Len=0"
"140","1.208360","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:a7f9a719-fc45-493e-97a6-1d7256e92a1c HTTP/1.1 "
"141","1.217536","10.18.110.162","10.18.110.249","TCP","245","2869  >  62961 [PSH, ACK] Seq=34897 Ack=577 Win=65280 Len=191 [TCP segment of a reassembled PDU]"
"142","1.217536","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=35088 Ack=577 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"143","1.217536","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=36548 Ack=577 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"144","1.217536","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=38008 Ack=577 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"145","1.217536","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=39468 Ack=577 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"146","1.217625","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=577 Ack=40928 Win=131328 Len=0"
"147","1.217852","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=40928 Ack=577 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"148","1.217852","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=42388 Ack=577 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"149","1.217852","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=43848 Ack=577 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"150","1.217852","10.18.110.162","10.18.110.249","HTTP","1231","HTTP/1.1 200 OK  (JPEG JFIF image)"
"151","1.217889","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=577 Ack=46485 Win=131328 Len=0"
"152","1.220170","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:c6704b74-cb1b-449b-9cb0-faa7a57583c4 HTTP/1.1 "
"153","1.225604","10.18.110.162","10.18.110.249","TCP","243","2869  >  62961 [PSH, ACK] Seq=46485 Ack=769 Win=65024 Len=189 [TCP segment of a reassembled PDU]"
"154","1.225604","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=46674 Ack=769 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"155","1.225604","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=48134 Ack=769 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"156","1.225604","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=49594 Ack=769 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"157","1.225604","10.18.110.162","10.18.110.249","HTTP","1100","HTTP/1.1 200 OK  (PNG)"
"158","1.225789","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=769 Ack=52100 Win=131328 Len=0"
"159","1.230043","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:520a00fe-ce95-4207-998e-502001040246 HTTP/1.1 "
"160","1.238498","10.18.110.162","10.18.110.249","TCP","243","2869  >  62961 [PSH, ACK] Seq=52100 Ack=961 Win=64768 Len=189 [TCP segment of a reassembled PDU]"
"161","1.238498","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=52289 Ack=961 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"162","1.238498","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=53749 Ack=961 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"163","1.238615","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=961 Ack=55209 Win=131328 Len=0"
"164","1.249655","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=55209 Ack=961 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"165","1.249655","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=56669 Ack=961 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"166","1.249655","10.18.110.162","10.18.110.249","HTTP","1182","HTTP/1.1 200 OK  (image/bmp)"
"167","1.249752","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=961 Ack=59257 Win=131328 Len=0"
"168","1.257778","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:194e0e99-0431-44a0-80bd-1cd564c24b45 HTTP/1.1 "
"169","1.263374","10.18.110.162","10.18.110.249","TCP","244","2869  >  62961 [PSH, ACK] Seq=59257 Ack=1153 Win=64512 Len=190 [TCP segment of a reassembled PDU]"
"170","1.263374","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=59447 Ack=1153 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"171","1.263374","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=60907 Ack=1153 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"172","1.263374","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=62367 Ack=1153 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"173","1.263374","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=63827 Ack=1153 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"174","1.263374","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=65287 Ack=1153 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"175","1.263504","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=1153 Ack=66747 Win=131328 Len=0"
"176","1.263785","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=66747 Ack=1153 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"177","1.263785","10.18.110.162","10.18.110.249","HTTP","715","HTTP/1.1 200 OK  (JPEG JFIF image)"
"178","1.263851","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=1153 Ack=68868 Win=131328 Len=0"
"179","1.267764","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:e0380cc8-fcd2-4dee-b68c-a2b6cc35ad92 HTTP/1.1 "
"180","1.270979","10.18.110.162","10.18.110.249","TCP","243","2869  >  62961 [PSH, ACK] Seq=68868 Ack=1345 Win=64512 Len=189 [TCP segment of a reassembled PDU]"
"181","1.276650","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=69057 Ack=1345 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"182","1.276650","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=70517 Ack=1345 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"183","1.276650","10.18.110.162","10.18.110.249","HTTP","262","HTTP/1.1 200 OK  (image/bmp)"
"184","1.276746","10.18.110.249","10.18.110.162","TCP","54","62961  >  2869 [ACK] Seq=1345 Ack=72185 Win=131328 Len=0"
"185","1.309570","10.18.110.249","10.18.110.162","HTTP","246","GET /upnphost/udhisapi.dll?content=uuid:c49d8bab-9b88-434f-a2a1-904633c6f298 HTTP/1.1 "
"186","1.320702","10.18.110.162","10.18.110.249","TCP","245","2869  >  62961 [PSH, ACK] Seq=72185 Ack=1537 Win=64256 Len=191 [TCP segment of a reassembled PDU]"
"187","1.327021","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=72376 Ack=1537 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"188","1.327021","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=73836 Ack=1537 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"189","1.327021","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=75296 Ack=1537 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"190","1.327021","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=76756 Ack=1537 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"191","1.327021","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=78216 Ack=1537 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"192","1.327021","10.18.110.162","10.18.110.249","TCP","1514","2869  >  62961 [ACK] Seq=79676 Ack=1537 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
